0, 0, 1, 0, 2, 1, 2, 0, 
3, 3, 4, 1, 5, 2, 3, 3, 
4, 6, 7, 4, 8, 5, 6, 6, 
9, 7, 8, 8, 9, 9, 9, 9, 
5, 10, 11, 10, 12, 11, 12, 12, 
13, 13, 14, 14, 15, 15, 15, 15, 
14, 16, 17, 17, 18, 18, 18, 18, 
19, 19, 19, 19, 19, 19, 19, 19, 
6, 15, 16, 20, 17, 21, 22, 22, 
18, 23, 24, 24, 25, 25, 25, 25, 
19, 26, 27, 27, 28, 28, 28, 28, 
29, 29, 29, 29, 29, 29, 29, 29, 
20, 30, 31, 31, 32, 32, 32, 32, 
33, 33, 33, 33, 33, 33, 33, 33, 
34, 34, 34, 34, 34, 34, 34, 34, 
34, 34, 34, 34, 34, 34, 34, 34, 
7, 21, 22, 35, 23, 36, 37, 37, 
24, 38, 39, 39, 40, 40, 40, 40, 
25, 41, 42, 42, 43, 43, 43, 43, 
44, 44, 44, 44, 44, 44, 44, 44, 
26, 45, 46, 46, 47, 47, 47, 47, 
48, 48, 48, 48, 48, 48, 48, 48, 
49, 49, 49, 49, 49, 49, 49, 49, 
49, 49, 49, 49, 49, 49, 49, 49, 
27, 50, 51, 51, 52, 52, 52, 52, 
53, 53, 53, 53, 53, 53, 53, 53, 
54, 54, 54, 54, 54, 54, 54, 54, 
54, 54, 54, 54, 54, 54, 54, 54, 
55, 55, 55, 55, 55, 55, 55, 55, 
55, 55, 55, 55, 55, 55, 55, 55, 
55, 55, 55, 55, 55, 55, 55, 55, 
55, 55, 55, 55, 55, 55, 55, 55, 
8, 28, 29, 56, 30, 57, 58, 58, 
31, 59, 60, 60, 61, 61, 61, 61, 
32, 62, 63, 63, 64, 64, 64, 64, 
65, 65, 65, 65, 65, 65, 65, 65, 
33, 66, 67, 67, 68, 68, 68, 68, 
69, 69, 69, 69, 69, 69, 69, 69, 
70, 70, 70, 70, 70, 70, 70, 70, 
70, 70, 70, 70, 70, 70, 70, 70, 
34, 71, 72, 72, 73, 73, 73, 73, 
74, 74, 74, 74, 74, 74, 74, 74, 
75, 75, 75, 75, 75, 75, 75, 75, 
75, 75, 75, 75, 75, 75, 75, 75, 
76, 76, 76, 76, 76, 76, 76, 76, 
76, 76, 76, 76, 76, 76, 76, 76, 
76, 76, 76, 76, 76, 76, 76, 76, 
76, 76, 76, 76, 76, 76, 76, 76, 
35, 77, 78, 78, 79, 79, 79, 79, 
80, 80, 80, 80, 80, 80, 80, 80, 
81, 81, 81, 81, 81, 81, 81, 81, 
81, 81, 81, 81, 81, 81, 81, 81, 
82, 82, 82, 82, 82, 82, 82, 82, 
82, 82, 82, 82, 82, 82, 82, 82, 
82, 82, 82, 82, 82, 82, 82, 82, 
82, 82, 82, 82, 82, 82, 82, 82, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
83, 83, 83, 83, 83, 83, 83, 83, 
9, 36, 37, 84, 38, 85, 86, 86, 
39, 87, 88, 88, 89, 89, 89, 89, 
40, 90, 91, 91, 92, 92, 92, 92, 
93, 93, 93, 93, 93, 93, 93, 93, 
41, 94, 95, 95, 96, 96, 96, 96, 
97, 97, 97, 97, 97, 97, 97, 97, 
98, 98, 98, 98, 98, 98, 98, 98, 
98, 98, 98, 98, 98, 98, 98, 98, 
42, 99, 100, 100, 101, 101, 101, 101, 
102, 102, 102, 102, 102, 102, 102, 102, 
103, 103, 103, 103, 103, 103, 103, 103, 
103, 103, 103, 103, 103, 103, 103, 103, 
104, 104, 104, 104, 104, 104, 104, 104, 
104, 104, 104, 104, 104, 104, 104, 104, 
104, 104, 104, 104, 104, 104, 104, 104, 
104, 104, 104, 104, 104, 104, 104, 104, 
43, 105, 106, 106, 107, 107, 107, 107, 
108, 108, 108, 108, 108, 108, 108, 108, 
109, 109, 109, 109, 109, 109, 109, 109, 
109, 109, 109, 109, 109, 109, 109, 109, 
110, 110, 110, 110, 110, 110, 110, 110, 
110, 110, 110, 110, 110, 110, 110, 110, 
110, 110, 110, 110, 110, 110, 110, 110, 
110, 110, 110, 110, 110, 110, 110, 110, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
111, 111, 111, 111, 111, 111, 111, 111, 
44, 112, 113, 113, 114, 114, 114, 114, 
115, 115, 115, 115, 115, 115, 115, 115, 
116, 116, 116, 116, 116, 116, 116, 116, 
116, 116, 116, 116, 116, 116, 116, 116, 
117, 117, 117, 117, 117, 117, 117, 117, 
117, 117, 117, 117, 117, 117, 117, 117, 
117, 117, 117, 117, 117, 117, 117, 117, 
117, 117, 117, 117, 117, 117, 117, 117, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
118, 118, 118, 118, 118, 118, 118, 118, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
119, 119, 119, 119, 119, 119, 119, 119, 
10, 45, 46, 120, 47, 121, 122, 122, 
48, 123, 124, 124, 125, 125, 125, 125, 
49, 126, 127, 127, 128, 128, 128, 128, 
129, 129, 129, 129, 129, 129, 129, 129, 
50, 130, 131, 131, 132, 132, 132, 132, 
133, 133, 133, 133, 133, 133, 133, 133, 
134, 134, 134, 134, 134, 134, 134, 134, 
134, 134, 134, 134, 134, 134, 134, 134, 
51, 135, 136, 136, 137, 137, 137, 137, 
138, 138, 138, 138, 138, 138, 138, 138, 
139, 139, 139, 139, 139, 139, 139, 139, 
139, 139, 139, 139, 139, 139, 139, 139, 
140, 140, 140, 140, 140, 140, 140, 140, 
140, 140, 140, 140, 140, 140, 140, 140, 
140, 140, 140, 140, 140, 140, 140, 140, 
140, 140, 140, 140, 140, 140, 140, 140, 
52, 141, 142, 142, 143, 143, 143, 143, 
144, 144, 144, 144, 144, 144, 144, 144, 
